module_code,module_title,department,classification,m4_lead_name,m4_lead_score,m5_lead_name,m5_lead_score,lead_status,rank_shift,tradeoff_delta,policy_summary
BB3734,Gene Therapies and Related Technologies,Department of Life Sciences,taught_academic,Professor Michael Themis,0.4838,Professor Michael Themis,0.4838,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Michael Themis assigned as Rank #1 subject expert (Relevance score: 0.4838).
BB1726,Experimental Design and Bioinformatics,Department of Life Sciences,taught_academic,Professor David Tree,0.3018,Dr Michelle Sahai,0.2505,DISPLACED_BY_QUOTA,4,0.0513,"Assigned Dr Michelle Sahai (Rank #5, Relevance: 0.2505) under Institutional Workload Policy."
ME2620,Flight Mechanics and Aircraft Design,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alvin Gatto,0.3655,Dr Alvin Gatto,0.3655,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Alvin Gatto assigned as Rank #1 subject expert (Relevance score: 0.3655).
LX5646,International Intellectual Property Law,Department of Social and Political Sciences,taught_academic,Dr Luke Heslop,0.1984,Dr Luke Heslop,0.1984,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Luke Heslop assigned as Rank #1 subject expert (Relevance score: 0.1984).
PP2627,Issues in American Politics,"Department of Social Sciences, Media and Communications",taught_academic,Dr Victor Jatula,0.312,Dr Niall Palmer,0.3044,DISPLACED_BY_QUOTA,3,0.0076,"Assigned Dr Niall Palmer (Rank #4, Relevance: 0.3044) under Institutional Workload Policy."
PN5604,Applied Research for Health and Social Care,Department of Health Sciences,taught_academic,Professor Fiona Verity,0.4099,Professor Fiona Verity,0.4099,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Fiona Verity assigned as Rank #1 subject expert (Relevance score: 0.4099).
MG1603,Organisational Behaviour and Analysis,Brunel Business School,taught_academic,Dr Grigorios Theodosopoulos,0.332,Dr Ibrahim Al-Jubari,0.2867,DISPLACED_BY_QUOTA,4,0.0452,"Assigned Dr Ibrahim Al-Jubari (Rank #5, Relevance: 0.2867) under Institutional Workload Policy."
CO1607,Multimedia Practice: Foundations,Department of Social and Political Sciences,taught_academic,Dr Paul Moody,0.2152,Dr Paul Moody,0.2152,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Paul Moody assigned as Rank #1 subject expert (Relevance score: 0.2152).
FM3646,Documentary: Image and Violence,Department of Arts and Humanities,taught_academic,Dr Billur Ozgul,0.284,Dr Richard Hammond,0.2534,DISPLACED_BY_QUOTA,4,0.0306,"Assigned Dr Richard Hammond (Rank #5, Relevance: 0.2534) under Institutional Workload Policy."
FM5608,Public Relations and Propaganda,"Department of Social Sciences, Media and Communications",taught_academic,Dr Billur Ozgul,0.483,Dr Billur Ozgul,0.483,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Billur Ozgul assigned as Rank #1 subject expert (Relevance score: 0.4830).
ES5622,Research Project in Environmental Management,Department of Life Sciences,taught_academic,Dr Sofia Barbosa Boucas,0.2236,Dr Nelli Ferenczi,0.2171,DISPLACED_BY_QUOTA,2,0.0065,"Assigned Dr Nelli Ferenczi (Rank #3, Relevance: 0.2171) under Institutional Workload Policy."
N/A,3D Animation and Motion Graphics,Department of Electronic and Computer Engineering,taught_academic,Dr Nadine Aburumman,0.2923,Dr Nadine Aburumman,0.2923,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Nadine Aburumman assigned as Rank #1 subject expert (Relevance score: 0.2923).
CE5626,Climate Change and the Environment,Department of Chemical Engineering,taught_academic,Dr Abiy S. Kebede,0.4345,Dr Yurui Fan,0.388,DISPLACED_BY_QUOTA,1,0.0465,"Assigned Dr Yurui Fan (Rank #2, Relevance: 0.3880) under Institutional Workload Policy."
BB2738,Analytical and Clinical Biochemistry,Department of Life Sciences,taught_academic,Dr Concetta Bubici,0.3282,Dr Sara Anjomani Virmouni,0.3278,DISPLACED_BY_QUOTA,1,0.0004,"Assigned Dr Sara Anjomani Virmouni (Rank #2, Relevance: 0.3278) under Institutional Workload Policy."
CW2603,Poetry II,Department of Arts and Humanities,taught_academic,Dr Ellie Reed,0.267,Dr Ellie Reed,0.267,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Ellie Reed assigned as Rank #1 subject expert (Relevance score: 0.2670).
EE3611,Working in the Digital Creative Industries,Department of Electronic and Computer Engineering,taught_academic,Dr Steven Sam,0.2356,Dr Steven Sam,0.2356,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Steven Sam assigned as Rank #1 subject expert (Relevance score: 0.2356).
LX5655,International Commercial Law,Brunel Law School,taught_academic,Dr Boris Prastalo,0.3739,Dr Boris Prastalo,0.3739,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Boris Prastalo assigned as Rank #1 subject expert (Relevance score: 0.3739).
LX5616,Privacy and Data Protection,Department of Social and Political Sciences,taught_academic,Dr Rachel Stuart,0.1381,Dr Martin Hansen,0.1253,DISPLACED_BY_QUOTA,3,0.0128,"Assigned Dr Martin Hansen (Rank #4, Relevance: 0.1253) under Institutional Workload Policy."
PH5699,Ultrasound Guided Injection Therapy in the Foot and Ankle,Department of Health Sciences,taught_academic,Mr Arturo Lawson,0.3692,Mr Arturo Lawson,0.3692,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Mr Arturo Lawson assigned as Rank #1 subject expert (Relevance score: 0.3692).
N/A,Personality and Close Relationships,Department of Life Sciences,taught_academic,Dr Stanley Gaines,0.4126,Dr Michael Price,0.2902,DISPLACED_BY_QUOTA,3,0.1224,"Assigned Dr Michael Price (Rank #4, Relevance: 0.2902) under Institutional Workload Policy."
HH1608,Evidence Based Practice & Research 1,Department of Health Sciences,taught_academic,Ms Tai Frater,0.5705,Ms Tai Frater,0.5705,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Ms Tai Frater assigned as Rank #1 subject expert (Relevance score: 0.5705).
EC5600,Financial Reporting in Capital Markets,"Department of Economics, Finance and Accounting",taught_academic,Dr Radha Shiwakoti,0.3635,Dr Haoyu Li,0.3325,DISPLACED_BY_QUOTA,2,0.031,"Assigned Dr Haoyu Li (Rank #3, Relevance: 0.3325) under Institutional Workload Policy."
LX3648,International Law and Human Rights,Department of Social and Political Sciences,taught_academic,Dr Peter Wilkin,0.3602,Dr Peter Wilkin,0.3602,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Peter Wilkin assigned as Rank #1 subject expert (Relevance score: 0.3602).
PP5621,Elections and Campaigns,Department of Social and Political Sciences,taught_academic,Professor Jeffrey Karp,0.388,Professor Jeffrey Karp,0.388,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Jeffrey Karp assigned as Rank #1 subject expert (Relevance score: 0.3880).
MA1631,Linear Algebra,Department of Mathematics,taught_academic,Dr Anne-Sophie Kaloghiros,0.1824,Dr Dmitry Savin,0.1372,DISPLACED_BY_QUOTA,1,0.0451,"Assigned Dr Dmitry Savin (Rank #2, Relevance: 0.1372) under Institutional Workload Policy."
BE16DD,Mechanics of Materials and Manufacturing,Department of Civil and Environmental Engineering,taught_academic,Dr Mayo Adetoro,0.3069,Dr Esmaeel Esmaeeli,0.2525,DISPLACED_BY_QUOTA,4,0.0544,"Assigned Dr Esmaeel Esmaeeli (Rank #5, Relevance: 0.2525) under Institutional Workload Policy."
SP3622,Critical Issues in Sport,Department of Life Sciences,taught_academic,Miss Sara Horne,0.3999,Miss Sara Horne,0.3999,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Miss Sara Horne assigned as Rank #1 subject expert (Relevance score: 0.3999).
GY2604,Urban Regeneration and Inequalities (field-based),Department of Social and Political Sciences,taught_academic,Professor Monica Degen,0.3312,Professor Monica Degen,0.3312,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Monica Degen assigned as Rank #1 subject expert (Relevance score: 0.3312).
FM2631,Critical Perspectives,Department of Arts and Humanities,taught_academic,Dr Paul Moody,0.3573,Professor Michael Wayne,0.3042,DISPLACED_BY_QUOTA,3,0.0532,"Assigned Professor Michael Wayne (Rank #4, Relevance: 0.3042) under Institutional Workload Policy."
ME5696,Principles of Heat Transfer,Department of Mechanical and Aerospace Engineering,taught_academic,Professor Tassos Karayiannis,0.4983,Professor Tassos Karayiannis,0.4983,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Tassos Karayiannis assigned as Rank #1 subject expert (Relevance score: 0.4983).
GY3611,Climate Justice in a Changing World,"Department of Social Sciences, Media and Communications",taught_academic,Dr Anneleen Kenis,0.455,Dr Anneleen Kenis,0.455,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Anneleen Kenis assigned as Rank #1 subject expert (Relevance score: 0.4550).
PH50AA,"Leadership, Education and Enterprise in Contemporary Practice",Department of Health Sciences,taught_academic,Dr Allison Wiseman,0.3477,Dr Yohai Hakak,0.29,DISPLACED_BY_QUOTA,4,0.0577,"Assigned Dr Yohai Hakak (Rank #5, Relevance: 0.2900) under Institutional Workload Policy."
ME2610,Engineering Mathematics and Programming,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Rui Ramos Cardoso,0.2492,Dr Giulio Alfano,0.2111,DISPLACED_BY_QUOTA,1,0.0381,"Assigned Dr Giulio Alfano (Rank #2, Relevance: 0.2111) under Institutional Workload Policy."
BE1607,Engineering Mathematics and Programming I,Department of Civil and Environmental Engineering,taught_academic,Dr Rui Ramos Cardoso,0.3169,Dr Rumyana Neykova,0.3158,DISPLACED_BY_QUOTA,1,0.0012,"Assigned Dr Rumyana Neykova (Rank #2, Relevance: 0.3158) under Institutional Workload Policy."
N/A,Advanced UX and Interaction Design Project,Brunel Design School,taught_academic,Dr Mohammed Elsouri,0.4111,Dr Arthi Manohar,0.3649,DISPLACED_BY_QUOTA,3,0.0462,"Assigned Dr Arthi Manohar (Rank #4, Relevance: 0.3649) under Institutional Workload Policy."
PH3603,Research Proposal,Department of Health Sciences,taught_academic,Dr Amanda Ager,0.4112,Professor Cherry Kilbride,0.3976,DISPLACED_BY_QUOTA,3,0.0136,"Assigned Professor Cherry Kilbride (Rank #4, Relevance: 0.3976) under Institutional Workload Policy."
EC1605,Statistics and Data Analysis,"Department of Economics, Finance and Accounting",taught_academic,Professor Guglielmo Maria Caporale,0.21,Professor Vasilis Sarafidis,0.1606,DISPLACED_BY_QUOTA,3,0.0495,"Assigned Professor Vasilis Sarafidis (Rank #4, Relevance: 0.1606) under Institutional Workload Policy."
FM3626,Gaming Technologies,Department of Arts and Humanities,taught_academic,Dr Mariza Dima,0.4879,Dr Mariza Dima,0.4879,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mariza Dima assigned as Rank #1 subject expert (Relevance score: 0.4879).
MG5660,Digital Innovation and Technology Management,Brunel Business School,taught_academic,Dr Lalnunpuia Samuel,0.3419,Dr Lalnunpuia Samuel,0.3419,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Lalnunpuia Samuel assigned as Rank #1 subject expert (Relevance score: 0.3419).
N/A,Transition to Registered Nurse,Department of Health Sciences,taught_academic,Dr Mark Wareing,0.3827,Dr Mark Wareing,0.3827,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Mark Wareing assigned as Rank #1 subject expert (Relevance score: 0.3827).
MA2615,Probability and Statistics 2,Department of Mathematics,taught_academic,Professor Keming Yu,0.2633,Professor Keming Yu,0.2633,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Keming Yu assigned as Rank #1 subject expert (Relevance score: 0.2633).
N/A,Design Major Project – Development,Brunel Design School,independent_project_placement,Dr Busayawan Lam,0.3887,Dr Busayawan Lam,0.3887,EXEMPT,0,0.0,Exempt unit: 'Dr Busayawan Lam' assigned as academic supervisor / dissertation coordinator.
N/A,Clinical Psychology,Department of Life Sciences,taught_academic,Dr Misia Gervis,0.4648,Dr Survjit Cheeta,0.4408,DISPLACED_BY_QUOTA,1,0.024,"Assigned Dr Survjit Cheeta (Rank #2, Relevance: 0.4408) under Institutional Workload Policy."
BB27DD,Immunology and Medical Microbiology,Department of Life Sciences,taught_academic,Dr Steven Smith,0.4606,Dr Steven Smith,0.4606,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Steven Smith assigned as Rank #1 subject expert (Relevance score: 0.4606).
MS1707,"Hormones, Regulation and Excretion",Brunel Medical School,taught_academic,Unassigned Lead,0.0,Unassigned,0.0,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Unassigned assigned as Rank #1 subject expert (Relevance score: 0.0000).
N/A,Clinical Placement B,Department of Arts and Humanities,independent_project_placement,Dr Katerina Paramana,0.2732,Dr Katerina Paramana,0.2732,EXEMPT,0,0.0,Exempt unit: 'Dr Katerina Paramana' assigned as academic supervisor / dissertation coordinator.
MG5613,Financial Reporting,Brunel Business School,taught_academic,Dr Radha Shiwakoti,0.3043,Dr Ambrose Egwuonwu,0.2605,DISPLACED_BY_QUOTA,2,0.0438,"Assigned Dr Ambrose Egwuonwu (Rank #3, Relevance: 0.2605) under Institutional Workload Policy."
N/A,Engineering Management and Quality Engineering,Department of Electronic and Computer Engineering,taught_academic,Dr Nour Ali,0.2322,Dr Armin Kashefi,0.2087,DISPLACED_BY_QUOTA,1,0.0235,"Assigned Dr Armin Kashefi (Rank #2, Relevance: 0.2087) under Institutional Workload Policy."
OT3606,Enabling Occupation 5: Specialities for Practice,Department of Health Sciences,taught_academic,Ms Tai Frater,0.4644,Dr Mahsa Kheirollahzadeh,0.3991,DISPLACED_BY_QUOTA,2,0.0653,"Assigned Dr Mahsa Kheirollahzadeh (Rank #3, Relevance: 0.3991) under Institutional Workload Policy."
PH1604,Person Centred Healthcare and Leadership 1,Department of Health Sciences,taught_academic,Dr Paapa Kwesi Ampiah,0.4087,Dr Paapa Kwesi Ampiah,0.4087,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Paapa Kwesi Ampiah assigned as Rank #1 subject expert (Relevance score: 0.4087).
PH1600,Anatomy 1: Lower Quadrant,Department of Health Sciences,taught_academic,Dr Amanda Ager,0.2738,Professor Neil O'Connell,0.2526,DISPLACED_BY_QUOTA,2,0.0212,"Assigned Professor Neil O'Connell (Rank #3, Relevance: 0.2526) under Institutional Workload Policy."
CO3619,Political Satires & Comedy,"Department of Social Sciences, Media and Communications",taught_academic,Dr Simon Weaver,0.4706,Dr Simon Weaver,0.4706,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Simon Weaver assigned as Rank #1 subject expert (Relevance score: 0.4706).
LX3639,EU Law in its UK Context,Department of Social and Political Sciences,taught_academic,Dr Anna Tuckett,0.2847,Dr Katja Sarmiento-Mirwaldt,0.28,DISPLACED_BY_QUOTA,1,0.0048,"Assigned Dr Katja Sarmiento-Mirwaldt (Rank #2, Relevance: 0.2800) under Institutional Workload Policy."
N/A,Intro to AI Applications in Engineering,Department of Mechanical and Aerospace Engineering,taught_academic,Dr Alireza Mousavi,0.3603,Dr Alireza Mousavi,0.3603,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Alireza Mousavi assigned as Rank #1 subject expert (Relevance score: 0.3603).
EE1642,Mathematics for Computer Systems,Department of Electronic and Computer Engineering,taught_academic,Dr Rumyana Neykova,0.3057,Dr Diana Suleimenova,0.2035,DISPLACED_BY_QUOTA,4,0.1022,"Assigned Dr Diana Suleimenova (Rank #5, Relevance: 0.2035) under Institutional Workload Policy."
FM2641,Alternative Film and Video Practices,Department of Arts and Humanities,taught_academic,Dr Paul Moody,0.3113,Dr Paul Moody,0.3113,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Paul Moody assigned as Rank #1 subject expert (Relevance score: 0.3113).
PX2613,Historians and their Craft,Department of Social and Political Sciences,taught_academic,Dr Will Rollason,0.3092,Dr Richard Hammond,0.2871,DISPLACED_BY_QUOTA,3,0.0221,"Assigned Dr Richard Hammond (Rank #4, Relevance: 0.2871) under Institutional Workload Policy."
SP5608,Research Methods and Data Analysis,Department of Health Sciences,taught_academic,Dr Dominic Orth,0.3963,Dr Dominic Orth,0.3963,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Dominic Orth assigned as Rank #1 subject expert (Relevance score: 0.3963).
CS1004,Information Systems and Organisations,Department of Computer Science,taught_academic,Dr Alan Serrano-Rico,0.3475,Dr Alan Serrano-Rico,0.3475,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Alan Serrano-Rico assigned as Rank #1 subject expert (Relevance score: 0.3475).
CY3609,Psychosocial Perspectives on Crime and Violence,"Department of Social Sciences, Media and Communications",taught_academic,Dr Anamika Twyman-Ghoshal,0.4665,Dr Ebony Reid,0.4155,DISPLACED_BY_QUOTA,1,0.051,"Assigned Dr Ebony Reid (Rank #2, Relevance: 0.4155) under Institutional Workload Policy."
CS5704,Research Project Management,Department of Computer Science,taught_academic,Dr Steven Sam,0.2555,Professor Martin Shepperd,0.2503,DISPLACED_BY_QUOTA,1,0.0052,"Assigned Professor Martin Shepperd (Rank #2, Relevance: 0.2503) under Institutional Workload Policy."
EE5624,"Applied Sensors, Instrumentation and Control",Department of Electronic and Computer Engineering,taught_academic,Dr Ruiheng Wu,0.243,Dr Konstantinos Banitsas,0.2196,DISPLACED_BY_QUOTA,3,0.0234,"Assigned Dr Konstantinos Banitsas (Rank #4, Relevance: 0.2196) under Institutional Workload Policy."
MA3621,Complex Variable Methods and Applications,Department of Mathematics,taught_academic,Professor Stephen Langdon,0.2031,Professor Stephen Langdon,0.2031,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Professor Stephen Langdon assigned as Rank #1 subject expert (Relevance score: 0.2031).
EE5636,Embedded DSP and FPGA Systems,Department of Electronic and Computer Engineering,taught_academic,Dr Zhengwen Huang,0.2458,Dr Nikolaos Boulgouris,0.1995,DISPLACED_BY_QUOTA,4,0.0463,"Assigned Dr Nikolaos Boulgouris (Rank #5, Relevance: 0.1995) under Institutional Workload Policy."
EC5602,Foundations of Finance,"Department of Economics, Finance and Accounting",taught_academic,Dr Hugh Colaco,0.3034,Dr Hugh Colaco,0.3034,RETAINED_OPTIMAL,0,0.0,Optimal primary allocation: Dr Hugh Colaco assigned as Rank #1 subject expert (Relevance score: 0.3034).
JR307,Journalism Practice Project & Portfolio,"Department of Social Sciences, Media and Communications",taught_academic,Dr Magali Peyrefitte,0.278,Dr Anita Howarth,0.2644,DISPLACED_BY_QUOTA,1,0.0135,"Assigned Dr Anita Howarth (Rank #2, Relevance: 0.2644) under Institutional Workload Policy."
N/A,Professional Practices and Business for Engineers,Department of Electronic and Computer Engineering,taught_academic,Dr Alan Serrano-Rico,0.2234,Dr Armin Kashefi,0.1885,DISPLACED_BY_QUOTA,3,0.0349,"Assigned Dr Armin Kashefi (Rank #4, Relevance: 0.1885) under Institutional Workload Policy."
